name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model,vehicle_age
Honda Civic EXi 2003,2003,Petrol,Manual,Sindh,Blue,Local,Sedan,1090000.0,115000.0,1500.0,,7,Honda,Civic,22
Honda City 1.3 i-VTEC 2015,2015,Petrol,Manual,Islamabad,Taffeta White,Local,Sedan,2930000.0,145000.0,1300.0,,11,Honda,City,10
Suzuki Alto VXL AGS Upgraded 2025,2025,Petrol,Automatic,Un-Registered,White,Local,Hatchback,3400000.0,16.0,660.0,,10,Suzuki,Alto,0
Proton Saga 1.3L Ace A/T 2022,2022,Petrol,Automatic,Punjab,Silver,Local,Sedan,3025000.0,49300.0,1300.0,,11,Proton,Saga,3
Toyota Passo X L Package 2014,2014,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,2800000.0,86579.0,1000.0,,13,Toyota,Passo,11
Suzuki Alto VXL AGS 2019,2019,Petrol,Automatic,Punjab,Graphite Grey,Local,Hatchback,2430000.0,80500.0,660.0,,12,Suzuki,Alto,6
Suzuki Alto VXL AGS 2024,2024,Petrol,Automatic,Punjab,Solid White,Local,Hatchback,3175000.0,4000.0,660.0,,8,Suzuki,Alto,1
Honda City 1.3 i-VTEC 2013,2013,Petrol,Manual,Islamabad,Silver,Local,Sedan,2650000.0,165000.0,1300.0,,13,Honda,City,12
Toyota Corolla Altis Automatic 1.6 2015,2015,Petrol,Automatic,Lahore,Grey,Local,Sedan,3875000.0,70000.0,1600.0,,14,Toyota,Corolla,10
Suzuki Cultus EURO II 2016,2016,Petrol,Manual,Karachi,Grey,Local,Hatchback,1730000.0,83000.0,1000.0,,5,Suzuki,Cultus,9
Suzuki Alto VXR 2019,2019,Petrol,Manual,Islamabad,Silky Silver,Local,Hatchback,2480000.0,56000.0,660.0,,7,Suzuki,Alto,6
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Maroon,Imported,Crossover,6000000.0,38000.0,1000.0,,14,Toyota,Raize,5
Suzuki Alto VX 2024,2024,Petrol,Manual,Punjab,White,Local,Hatchback,2480000.0,39000.0,660.0,,5,Suzuki,Alto,1
Honda Civic VTi 1.6 1997,1997,Petrol,Manual,Islamabad,Golden,Local,Sedan,1050000.0,342500.0,1600.0,,11,Honda,Civic,28
Toyota Corolla Altis Automatic 1.6 2015,2015,Petrol,Automatic,Karachi,Bronze Mica,Local,Sedan,3525000.0,98000.0,1600.0,,14,Toyota,Corolla,10
Suzuki Alto VXR 2022,2022,Petrol,Manual,Islamabad,White,Local,Hatchback,2600000.0,67000.0,660.0,,7,Suzuki,Alto,3
Toyota Corolla XLi VVTi Limited Edition 2013,2013,Petrol,Manual,Lahore,Attitude Black,Local,Sedan,2800000.0,230.0,1300.0,,10,Toyota,Corolla,12
Haval H6 HEV 2023,2023,Hybrid,Automatic,Islamabad,Silver,Local,SUV,11200000.000000002,45000.0,1500.0,,13,Haval,H6,2
Mitsubishi Lancer 1989,1989,Petrol,Automatic,Faisalabad,White,Local,Unknown,1000000.0,144000.0,1300.0,,0,Mitsubishi,Lancer,36
Honda City i-DSI Vario 2003,2003,Petrol,Automatic,Punjab,Taffeta White,Imported,Sedan,1070000.0,201987.0,1300.0,,7,Honda,City,22
Lexus RX Series 2005,2005,Petrol,Automatic,Karachi,White,Imported,Unknown,4500000.0,150000.0,3000.0,,14,Lexus,RX,20
Honda City 1.5L ASPIRE CVT 2024,2024,Petrol,Automatic,Islamabad,Meteoroid Grey Metallic,Local,Compact sedan,5800000.0,19000.0,1500.0,,13,Honda,City,1
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Sindh,Black,Local,Sedan,6200000.0,45000.0,1800.0,,14,Honda,Civic,4
Nissan Serena HIGHWAY STAR 2019,2019,Hybrid,Automatic,Sindh,Black,Imported,Van,7000000.0,79000.0,2000.0,,20,Nissan,Serena,6
Toyota Pixis Joy F G Turbo SA III 2020,2020,Petrol,Automatic,Sindh,Rose Metallic,Imported,Mini Vehicles,3800000.0,43000.0,660.0,,11,Toyota,Pixis,5
Suzuki Alto Lapin G 2014,2014,Petrol,Automatic,Karachi,White,Imported,Hatchback,2100000.0,96500.0,660.0,,12,Suzuki,Alto,11
Toyota Corolla 2.0D 2009,2009,Diesel,Manual,Sindh,Black,Local,Sedan,2500000.0,143000.0,2000.0,,13,Toyota,Corolla,16
Toyota Prado 1991,1991,Diesel,Automatic,Punjab,Green,Imported,Unknown,4600000.0,165000.0,3000.0,,5,Toyota,Prado,34
Suzuki Alto VXR 2020,2020,Petrol,Manual,Islamabad,White,Local,Hatchback,2350000.0,165000.0,660.0,,7,Suzuki,Alto,5
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Lahore,Burgundy,Local,Sedan,2600000.0,200000.0,1300.0,,9,Toyota,Corolla,13
Nissan Leaf e+ 2021,2021,Electric,Automatic,Un-Registered,Arctic White,Imported,Hatchback,5750000.0,15000.0,,62.0,11,Nissan,Leaf,4
Mitsubishi Pajero Exceed 3.5 1997,1997,Petrol,Automatic,Islamabad,Blue,Imported,SUV,3050000.0,120000.0,3500.0,,10,Mitsubishi,Pajero,28
Toyota Passo X 2012,2012,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,2650000.0,92993.0,1000.0,,13,Toyota,Passo,13
Toyota Corolla GLi 1.3 VVTi 2015,2015,Petrol,Manual,Lahore,Grey Graphite,Local,Sedan,3500000.0,95000.0,1300.0,,12,Toyota,Corolla,10
Honda Civic VTi Prosmatec 1.6 2006,2006,Petrol,Automatic,Karachi,Grey,Local,Sedan,1875000.0,118000.0,1600.0,,10,Honda,Civic,19
Toyota Corolla GLi 1.3 VVTi 2013,2013,Petrol,Manual,Islamabad,Black,Local,Sedan,2880000.0,177000.0,1300.0,,9,Toyota,Corolla,12
Toyota Corolla GLi 1.3 VVTi 2010,2010,Petrol,Manual,Lahore,Black,Local,Sedan,2200000.0,214000.0,1300.0,,12,Toyota,Corolla,15
Suzuki Alto VXR 2008,2008,Petrol,Manual,Karachi,Solid White,Local,Hatchback,950000.0,100038.0,1000.0,,7,Suzuki,Alto,17
Suzuki Swift RS 1.2 2013,2013,Petrol,Automatic,Islamabad,Star Silver Metallic,Imported,Hatchback,3479999.9999999995,105000.0,1200.0,,15,Suzuki,Swift,12
KIA Picanto 1.0 AT 2022,2022,Petrol,Automatic,Lahore,Clear White,Local,Hatchback,3175000.0,31890.0,1000.0,,10,KIA,Picanto,3
Toyota Fortuner 2.7 G 2023,2023,Petrol,Automatic,Punjab,Super White,Local,SUV,15400000.0,4164.0,2700.0,,21,Toyota,Fortuner,2
Toyota Fortuner TRD Sportivo 2020,2020,Diesel,Automatic,Abbottabad,Attitude Black,Local,SUV,14500000.0,56000.0,2800.0,,16,Toyota,Fortuner,5
Daihatsu Move Custom X VS Smart Selection  2022,2022,Petrol,Automatic,Un-Registered,Black,Imported,Hatchback,3875000.0,58333.0,660.0,,11,Daihatsu,Move,3
Toyota Surf SSR-X 3.0D 1996,1996,Diesel,Automatic,Islamabad,Navy,Imported,SUV,4200000.0,120000.0,3000.0,,13,Toyota,Surf,29
Suzuki Alto VXR 2007,2007,Petrol,Manual,Sindh,Bronze,Local,Hatchback,850000.0,83000.0,1000.0,,5,Suzuki,Alto,18
Daihatsu Mira G SA III 2018,2018,Petrol,Automatic,Karachi,White,Imported,Hatchback,3250000.0,56000.0,660.0,,16,Daihatsu,Mira,7
Suzuki Wagon R FX Limited 2014,2014,Petrol,Automatic,Sindh,Fiz Blue Pearl Metallic,Imported,Hatchback,2100000.0,129000.0,660.0,,12,Suzuki,Wagon,11
Honda Vezel Hybrid Z Honda Sensing  2019,2019,Hybrid,Automatic,Islamabad,Blue,Imported,Crossover,6600000.0,80000.0,1500.0,,15,Honda,Vezel,6
Honda City i-DSI 2005,2005,Petrol,Manual,Islamabad,Alabaster Silver,Local,Sedan,1850000.0,647800.0,1300.0,,12,Honda,City,20
KIA Sportage 2021,2021,Hybrid,Automatic,Lahore,Black,Imported,Unknown,4400000.0,128000.0,1500.0,,0,KIA,Sportage,4
Daihatsu Mira X SA lll 2022,2022,Petrol,Automatic,Un-Registered,Pearl White,Imported,Hatchback,3925000.0,8000.0,660.0,,12,Daihatsu,Mira,3
Suzuki Alto VXR 2008,2008,Petrol,Manual,Lahore,Silver,Local,Hatchback,1120000.0,1233.0,1000.0,,8,Suzuki,Alto,17
Suzuki Every 2016,2016,Petrol,Automatic,Sindh,White,Imported,Unknown,2185000.0,155000.0,660.0,,0,Suzuki,Every,9
Suzuki Xbee MZ 2019,2019,Hybrid,Automatic,Sindh,Burgundy,Imported,Crossover,4325000.0,111000.0,1000.0,,12,Suzuki,Xbee,6
Suzuki Alto F 2021,2021,Petrol,Automatic,Punjab,Maroon,Imported,Hatchback,3300000.0,24000.0,660.0,,13,Suzuki,Alto,4
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Karachi,White,Local,Sedan,3500000.0,110000.0,1300.0,,11,Toyota,Corolla,13
Toyota Corolla GLi 1.3 VVTi 2015,2015,Petrol,Manual,Lahore,Silver,Local,Sedan,3390000.0,160000.0,1300.0,,12,Toyota,Corolla,10
Honda Civic Turbo 1.5 VTEC CVT 2016,2016,Petrol,Automatic,Karachi,Red,Local,Sedan,4850000.0,59000.0,1500.0,,16,Honda,Civic,9
Suzuki Alto VXR 2010,2010,Petrol,Manual,Lahore,Silky Silver,Local,Hatchback,1200000.0,25360.0,1000.0,,5,Suzuki,Alto,15
Mercedes Benz E Class E200 2005,2005,Petrol,Automatic,Lahore,Black,Imported,Sedan,3875000.0,207628.0,1800.0,,14,Mercedes Benz,E,20
Mercedes Benz C Class C180 2008,2008,Petrol,Automatic,Islamabad,Silver,Imported,Sedan,6000000.0,130000.0,1800.0,,14,Mercedes Benz,C,17
Suzuki Wagon R Hybrid FX 2020,2020,Hybrid,Automatic,Islamabad,Silver,Imported,Hatchback,3450000.0,48359.0,660.0,,16,Suzuki,Wagon,5
Nissan Dayz Highway Star S hybrid X pro pilot 2022,2022,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,4250000.0,70000.0,660.0,,15,Nissan,Dayz,3
Toyota Corolla GLi 1.3 2008,2008,Petrol,Manual,Sindh,Strong Blue Metallic,Local,Sedan,2500000.0,95830.0,1300.0,,9,Toyota,Corolla,17
Suzuki Cultus Auto Gear Shift 2018,2018,Petrol,Automatic,Lahore,White,Local,Hatchback,2900000.0,118000.0,1000.0,,12,Suzuki,Cultus,7
Proton X70 Premium FWD 2021,2021,Petrol,Automatic,Karachi,Maroon,Local,SUV,5800000.0,57800.0,1500.0,,13,Proton,X70,4
Toyota Corolla Altis Grande CVT-i 1.8 2019,2019,Petrol,Automatic,Islamabad,Attitude Black,Local,Sedan,6000000.0,100500.0,1800.0,,15,Toyota,Corolla,6
BMW 7 Series ActiveHybrid 7 2013,2013,Hybrid,Automatic,Karachi,Black,Imported,Sedan,15000000.0,62500.0,3000.0,,18,BMW,7,12
Suzuki Mehran VXR 2007,2007,Petrol,Manual,Abbottabad,Blue,Local,Hatchback,750000.0,750000.0,800.0,,4,Suzuki,Mehran,18
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Punjab,White,Local,Sedan,4850000.0,96334.0,1800.0,,14,Honda,Civic,8
Suzuki Cultus VXR 2003,2003,Petrol,Manual,Jhelum,Silver,Local,Hatchback,900000.0,87000.0,1000.0,,4,Suzuki,Cultus,22
Toyota Passo X L Package S  2021,2021,Petrol,Automatic,Punjab,Black,Imported,Hatchback,4050000.0,29900.0,1000.0,,13,Toyota,Passo,4
Toyota Prius G Touring Selection 1.5 2008,2008,Hybrid,Automatic,Islamabad,Black,Imported,Sedan,3200000.0,143000.0,1500.0,,15,Toyota,Prius,17
Toyota Passo X 2013,2013,Petrol,Automatic,Karachi,Burgundy,Imported,Hatchback,2350000.0,135000.0,1000.0,,13,Toyota,Passo,12
Toyota Town Ace 1.5 DX 2008,2008,Petrol,Manual,Abbottabad,White,Imported,MPV,2300000.0,100000.0,1500.0,,8,Toyota,Town,17
Suzuki Alto VXR 2001,2001,Petrol,Manual,Multan,Gold,Local,Hatchback,650000.0,320000.0,1000.0,,5,Suzuki,Alto,24
Suzuki Mehran VX 2010,2010,Petrol,Manual,Islamabad,Silver Metallic,Local,Hatchback,850000.0,56737.0,800.0,,2,Suzuki,Mehran,15
Honda City 1.3 i-VTEC Prosmatec 2019,2019,Petrol,Automatic,Lahore,Black,Local,Sedan,3675000.0,75000.0,1300.0,,11,Honda,City,6
Toyota Prius 2012,2012,Hybrid,Automatic,Punjab,Silver,Imported,Unknown,3275000.0,187000.0,1500.0,,0,Toyota,Prius,13
Honda City 1.3 i-VTEC 2017,2017,Petrol,Manual,Islamabad,Taffeta White,Local,Sedan,3575000.0,357500.0,1300.0,,10,Honda,City,8
Toyota Raize Z 2020,2020,Petrol,Automatic,Punjab,Shining White Pearl,Imported,Crossover,6225000.0,61000.0,1000.0,,13,Toyota,Raize,5
Toyota Corolla Altis X Automatic 1.6 2021,2021,Petrol,Automatic,Sindh,Silver Metallic,Local,Sedan,5400000.0,45000.0,1598.0,,14,Toyota,Corolla,4
Subaru Stella L Smart Assist 2018,2018,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,2885000.0,84000.0,660.0,,14,Subaru,Stella,7
Toyota Corolla XLi VVTi 2012,2012,Petrol,Manual,Islamabad,White,Local,Sedan,2900000.0,245000.0,1300.0,,7,Toyota,Corolla,13
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,5450000.0,100000.0,1800.0,,14,Honda,Civic,7
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Karachi,Sand Beige,Local,Hatchback,1015000.0,62000.0,796.0,,4,Suzuki,Mehran,9
Suzuki Every Join 2018,2018,Petrol,Automatic,Lahore,Silver,Imported,Micro Van,1850000.0,75000.0,660.0,,11,Suzuki,Every,7
Suzuki Swift DLX 1.3 Navigation  2018,2018,Petrol,Manual,Lahore,Silky Silver,Local,Hatchback,3000000.0,93187.0,1300.0,,18,Suzuki,Swift,7
Honda Civic EXi Prosmatec 2002,2002,Petrol,Automatic,Lahore,Frost White,Local,Sedan,1595000.0,120000.0,1500.0,,11,Honda,Civic,23
Haval H6 HEV 2023,2023,Hybrid,Automatic,Islamabad,Black,Local,SUV,11200000.000000002,31000.0,1500.0,,13,Haval,H6,2
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,Petrol,Automatic,Islamabad,Crystal Black,Local,Sedan,3600000.0,104000.0,1800.0,,14,Honda,Civic,11
Toyota Prius G Touring Selection 1.8 2010,2010,Hybrid,Automatic,Islamabad,White,Imported,Sedan,4800000.0,180000.0,1800.0,,15,Toyota,Prius,15
Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,Petrol,Automatic,Sindh,Taffeta White,Local,Sedan,4450000.0,78000.0,1800.0,,21,Honda,Civic,9
Toyota Hilux Revo V Automatic 2.8 2020,2020,Diesel,Automatic,Karachi,Attitude Black,Local,Double Cabin,10600000.0,89000.0,2800.0,,14,Toyota,Hilux,5
Toyota Corolla Altis SR 1.6 2013,2013,Petrol,Manual,Lahore,Medium Silver,Local,Sedan,3600000.0,102000.0,1600.0,,13,Toyota,Corolla,12
Toyota Sienta 2016,2016,Hybrid,Automatic,Punjab,Black,Imported,Unknown,5450000.0,94000.0,1500.0,,13,Toyota,Sienta,9
Honda Civic VTi Prosmatec 1.8 i-VTEC 2012,2012,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,2965000.0,105970.0,1800.0,,11,Honda,Civic,13
Mitsubishi Pajero Exceed Automatic 2.8D 1992,1992,Diesel,Automatic,Sindh,Silver,Imported,SUV,2700000.0,175.0,2500.0,,11,Mitsubishi,Pajero,33
Toyota Corolla XLi VVTi 2013,2013,Petrol,Manual,Punjab,Silver,Local,Sedan,2680000.0,150000.0,1300.0,,3,Toyota,Corolla,12
Suzuki Swift DX 1.3 2015,2015,Petrol,Manual,Multan,Solid White,Local,Hatchback,2095000.0,156450.0,1300.0,,7,Suzuki,Swift,10
Toyota Crown Royal Saloon G 2004,2004,Petrol,Automatic,Islamabad,White,Imported,Sedan,6200000.0,170000.0,3000.0,,13,Toyota,Crown,21
Daihatsu Boon Style 2021,2021,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,3950000.0,23000.0,1000.0,,11,Daihatsu,Boon,4
Toyota Estima Hybrid 2013,2013,Hybrid,Automatic,Islamabad,Navy,Imported,Mini Van,7500000.0,121000.0,2400.0,,14,Toyota,Estima,12
Hyundai Tucson FWD A/T GLS Sport 2024,2024,Petrol,Automatic,Karachi,Polar White,Local,SUV,8250000.0,6500.0,2000.0,,15,Hyundai,Tucson,1
Hyundai Santa Fe Signature 2023,2023,Hybrid,Automatic,Islamabad,Polar White,Local,SUV,13300000.0,44224.0,1600.0,,14,Hyundai,Santa,2
Toyota Yaris Hatchback X 2022,2022,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,4590000.0,43000.0,1000.0,,16,Toyota,Yaris,3
Suzuki Mehran VXR 1999,1999,Petrol,Manual,Sindh,Snow White Pearl,Local,Hatchback,295000.0,89000.0,800.0,,4,Suzuki,Mehran,26
Daihatsu Taft G Turbo 2021,2021,Petrol,Automatic,Lahore,Grey,Imported,Mini Vehicles,3800000.0,51000.0,660.0,,15,Daihatsu,Taft,4
Nissan Kicks 2020,2020,Hybrid,Automatic,Un-Registered,Silver,Imported,Unknown,5875000.0,100000.0,1200.0,,12,Nissan,Kicks,5
Suzuki Cultus VXR 2000,2000,Petrol,Manual,Lahore,White,Local,Hatchback,650000.0,69674.0,1000.0,,4,Suzuki,Cultus,25
Daihatsu Mira B SA III 2017,2017,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,2800000.0,59000.0,660.0,,9,Daihatsu,Mira,8
Toyota Corolla Altis SR Cruisetronic 1.6 2014,2014,Petrol,Automatic,Lahore,Super white,Local,Sedan,4450000.0,52000.0,1600.0,,16,Toyota,Corolla,11
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,2012,Petrol,Automatic,Karachi,Silver,Local,Sedan,3150000.0,131489.0,1800.0,,14,Honda,Civic,13
Mercedes Benz CLA Class CLA200 2019,2019,Petrol,Automatic,Islamabad,Black,Imported,Sedan,13100000.0,19700.0,1600.0,,15,Mercedes Benz,CLA,6
Toyota Aqua S 2018,2018,Hybrid,Automatic,Islamabad,Grey,Imported,Hatchback,5200000.0,126000.0,1500.0,,10,Toyota,Aqua,7
Toyota Corolla Altis Automatic 1.6 2020,2020,Petrol,Automatic,Sindh,Graphite Grey,Local,Sedan,4780000.0,77000.0,1600.0,,14,Toyota,Corolla,5
Suzuki Vitara 1996,1996,Petrol,Automatic,Rawalpindi,Blue,Imported,Unknown,1985000.0000000002,200010.0,1600.0,,0,Suzuki,Vitara,29
Nissan Sakura X 2022,2022,Electric,Automatic,Un-Registered,Silver,Local,Hatchback,4590000.0,4500.0,,20.0,19,Nissan,Sakura,3
Suzuki Alto 2015,2015,Petrol,Automatic,Islamabad,Red,Imported,Unknown,2450000.0,195000.0,660.0,,0,Suzuki,Alto,10
Toyota Corolla XLi VVTi 2011,2011,Petrol,Manual,Lahore,White,Local,Sedan,2800000.0,90000.0,1300.0,,3,Toyota,Corolla,14
Chery Tiggo 8 Pro 2022,2022,Petrol,Automatic,Punjab,White,Imported,Unknown,8600000.0,10000.0,1500.0,,18,Chery,Tiggo,3
Honda Civic VTi 1.6 2000,2000,Petrol,Manual,Lahore,Indigo,Local,Sedan,1200000.0,286000.0,1600.0,,12,Honda,Civic,25
Toyota Corolla Altis Automatic 1.6 2020,2020,Petrol,Automatic,Lahore,Silver,Local,Sedan,5200000.0,60000.0,1600.0,,14,Toyota,Corolla,5
Hyundai Santro Club 2007,2007,Petrol,Manual,Islamabad,Black,Local,Hatchback,1230000.0,200000.0,1000.0,,2,Hyundai,Santro,18
Suzuki Alto VXR 2004,2004,Petrol,Manual,Karachi,Silky Silver,Local,Hatchback,880000.0000000001,55880.0,1000.0,,5,Suzuki,Alto,21
Proton X70 Executive AWD 2022,2022,Petrol,Automatic,Un-Registered,Snow White,Imported,SUV,5700000.0,26000.0,1500.0,,20,Proton,X70,3
Suzuki Bolan VX Euro II 2013,2013,Petrol,Manual,Islamabad,Solid White,Local,Van,1370000.0,80000.0,800.0,,2,Suzuki,Bolan,12
Nissan Serena HIGHWAY STAR 2018,2018,Hybrid,Automatic,Un-Registered,Pearl White,Imported,Van,6450000.0,108000.0,2000.0,,12,Nissan,Serena,7
Honda Spike 2012,2012,Hybrid,Automatic,Sindh,White,Imported,Unknown,3500000.0,177000.0,1500.0,,12,Honda,Spike,13
KIA Sorento 2.4 AWD 2024,2024,Petrol,Automatic,Punjab,Black,Local,Compact SUV,9200000.0,15300.0,2400.0,,14,KIA,Sorento,1
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,2021,Petrol,Automatic,Islamabad,Super white,Local,Sedan,6025000.0,133000.0,1800.0,,14,Toyota,Corolla,4
Suzuki Swift GLX CVT 2022,2022,Petrol,Automatic,Lahore,Mineral Grey,Local,Hatchback,4400000.0,65000.0,1200.0,,13,Suzuki,Swift,3
Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,Petrol,Automatic,Islamabad,Modern Steel Metallic,Local,Sedan,4750000.0,98000.0,1800.0,,14,Honda,Civic,9
Toyota Passo Moda G 2019,2019,Petrol,Automatic,Karachi,Maroon,Imported,Hatchback,4150000.0,53000.0,1000.0,,14,Toyota,Passo,6
Suzuki Alto VX 2022,2022,Petrol,Manual,Punjab,Silky Silver,Local,Hatchback,2375000.0,36700.0,660.0,,8,Suzuki,Alto,3
Toyota Hiace Grand Cabin 2006,2006,Petrol,Automatic,Sindh,White,Imported,High Roof,4200000.0,250000.0,2700.0,,11,Toyota,Hiace,19
Toyota Aqua G 2019,2019,Hybrid,Automatic,Lahore,Silver metallic,Imported,Hatchback,4250000.0,85000.0,1500.0,,16,Toyota,Aqua,6
Suzuki Margalla GL Plus 1998,1998,Petrol,Manual,Lahore,White,Local,Sedan,905000.0000000001,146345.0,1300.0,,7,Suzuki,Margalla,27
Suzuki Baleno JXL 2005,2005,Petrol,Manual,Rawalpindi,Gold,Local,Sedan,1120000.0,20.0,1300.0,,9,Suzuki,Baleno,20
Toyota Land Cruiser ZX Gasoline 3.5L 2025,2025,Petrol,Automatic,Un-Registered,Precious Wite Pearl,Imported,SUV,89500000.0,100.0,3500.0,,17,Toyota,Land,0
Toyota Land Cruiser ZX 2017,2017,Petrol,Automatic,Sindh,White,Imported,SUV,24000000.0,170000.0,4600.0,,25,Toyota,Land,8
Suzuki Cultus Auto Gear Shift 2019,2019,Petrol,Automatic,Islamabad,Silky Silver,Local,Hatchback,3010000.0,108600.0,1000.0,,12,Suzuki,Cultus,6
Suzuki Mehran VXR Euro II 2019,2019,Petrol,Manual,Lahore,Grey,Local,Hatchback,1460000.0,65000.0,800.0,,5,Suzuki,Mehran,6
Honda Civic VTi Oriel Prosmatec 1.6 2005,2005,Petrol,Automatic,Lahore,Charcoal Grey Pearl,Local,Sedan,2100000.0,240000.0,1600.0,,13,Honda,Civic,20
Honda City 1999,1999,Petrol,Manual,Islamabad,Silver,Local,Unknown,1100000.0,185000.0,1300.0,,4,Honda,City,26
Toyota Corona 1993,1993,Petrol,Manual,Rawalpindi,Grey,Imported,Unknown,1685000.0000000002,49000.0,1800.0,,0,Toyota,Corona,32
Daihatsu Cuore CX Automatic 2003,2003,Petrol,Automatic,Lahore,White,Local,Hatchback,990000.0,76256.0,800.0,,5,Daihatsu,Cuore,22
Suzuki Cultus VXL 2019,2019,Petrol,Manual,Lahore,Silky Silver,Local,Hatchback,2500000.0,90000.0,1000.0,,12,Suzuki,Cultus,6
Suzuki Cultus VXRi 2012,2012,Petrol,Manual,Un-Registered,Graphite Grey,Local,Hatchback,1310000.0,87000.0,1000.0,,6,Suzuki,Cultus,13
Suzuki Wagon R 2022,2022,Hybrid,Automatic,Un-Registered,Black,Imported,Unknown,3950000.0,15007.0,660.0,,15,Suzuki,Wagon,3
Toyota Prius L 1.8 2012,2012,Hybrid,Automatic,Karachi,Super White,Imported,Sedan,4000000.0,140000.0,1800.0,,14,Toyota,Prius,13
Toyota Roomy XS 2020,2020,Petrol,Automatic,Punjab,Pearl White III,Imported,MPV,3850000.0,55000.0,996.0,,12,Toyota,Roomy,5
Suzuki Bolan VX 2007,2007,Petrol,Manual,Karachi,Solid White,Local,Mini Van,600000.0,100000.0,800.0,,1,Suzuki,Bolan,18
Suzuki Wagon R VXL 2016,2016,Petrol,Manual,Lahore,Gold,Local,Hatchback,1939999.9999999998,120000.0,1000.0,,11,Suzuki,Wagon,9
Toyota Vitz FL 1.0 2003,2003,Petrol,Automatic,Punjab,Polar White,Imported,Hatchback,1950000.0,265000.0,1000.0,,12,Toyota,Vitz,22
Daihatsu Mira 2014,2014,Petrol,Automatic,Karachi,Blue,Imported,Unknown,3200000.0,77000.0,660.0,,0,Daihatsu,Mira,11
Honda Civic VTi Oriel 1.6 1999,1999,Petrol,Manual,Karachi,White,Local,Sedan,1275000.0,150000.0,1600.0,,7,Honda,Civic,26
Suzuki Swift DLX Automatic 1.3 Navigation 2021,2021,Petrol,Automatic,Punjab,White,Local,Hatchback,3379999.9999999995,79000.0,1300.0,,15,Suzuki,Swift,4
Suzuki Alto F 2015,2015,Petrol,Automatic,Karachi,White,Imported,Hatchback,2775000.0,117000.0,660.0,,12,Suzuki,Alto,10
Toyota Aqua L 2014,2014,Hybrid,Automatic,Karachi,Silver,Imported,Hatchback,3350000.0,125000.0,1500.0,,15,Toyota,Aqua,11
Toyota Corolla XLi VVTi 2010,2010,Petrol,Manual,Lahore,Black,Local,Sedan,2475000.0,249000.0,1300.0,,9,Toyota,Corolla,15
KIA Sportage AWD 2020,2020,Petrol,Automatic,Lahore,White,Local,Crossover,6600000.0,78500.0,2000.0,,14,KIA,Sportage,5
Toyota C-HR S 2018,2018,Hybrid,Automatic,Un-Registered,Tokyo Red,Imported,Crossover,6800000.0,71096.0,1800.0,,19,Toyota,C-HR,7
Suzuki Mehran VXR Euro II 2017,2017,Petrol,Manual,Sindh,Solid White,Local,Hatchback,900000.0,80000.0,796.0,,6,Suzuki,Mehran,8
Suzuki Mehran VX 2010,2010,Petrol,Manual,Rahim Yar Khan,Snow White Pearl,Local,Hatchback,760000.0,80000.0,800.0,,2,Suzuki,Mehran,15
Honda City VTEC Steermatic 2006,2006,Petrol,Automatic,Lahore,Black,Local,Sedan,2195000.0,246000.0,1500.0,,14,Honda,City,19
Daihatsu Hijet Special 2019,2019,Petrol,Automatic,Islamabad,Silver,Imported,Mini Van,3030000.0,110000.0,660.0,,9,Daihatsu,Hijet,6
Suzuki Cultus VXL 2021,2021,Petrol,Manual,Islamabad,White,Local,Hatchback,3450000.0,50678.0,1000.0,,15,Suzuki,Cultus,4
Toyota Fortuner 2.7 V 2022,2022,Petrol,Automatic,Punjab,Super White,Local,SUV,15400000.0,19000.0,2700.0,,14,Toyota,Fortuner,3
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Islamabad,Crystal Black,Local,Sedan,6450000.0,68000.0,1800.0,,14,Honda,Civic,4
Suzuki Cultus EURO II 2015,2015,Petrol,Manual,Adda jahan khan,Silky Silver,Local,Hatchback,1820000.0,50000.0,1000.0,,3,Suzuki,Cultus,10
Daihatsu Rocky G 2020,2020,Petrol,Automatic,Un-Registered,Black,Imported,Crossover,5875000.0,47000.0,1000.0,,13,Daihatsu,Rocky,5
